id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN0121,Kyoto Serenity,Sapporo,84,Luxury,40000,"Fitness Center, Bar, Spa, Parking, Onsen",Full Board,Non veg without Beef,True,3772,943,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,12:00
JPN0122,Mount Fuji Retreat,Nara,143,Standard,12000,"Parking, Fitness Center, Bar, Spa, Wi-Fi, Free Breakfast",Half Board,Both,False,4172,565,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN0123,Hotel Sakura,Hiroshima,42,Standard,17000,"Wi-Fi, Spa, Parking, Business Center",Full Board,Both,False,4853,844,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN0124,Hotel Sakura,Hiroshima,103,Luxury,38000,"Onsen, Business Center, Free Breakfast",Bed & Breakfast,Both,False,4435,204,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN0125,Nara Zen Lodge,Osaka,297,Budget,7000,"Pet-friendly, Parking, Business Center, Onsen, Free Breakfast, Spa",Bed & Breakfast,Non Veg,False,3621,48,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,10:00
JPN0126,Kyoto Serenity,Nara,65,Budget,7000,"Parking, Restaurant, Spa, Onsen, Business Center, Pet-friendly",Half Board,Non veg without Beef,False,670,568,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN0127,Nara Zen Lodge,Sapporo,143,Budget,8000,"Bar, Parking, Wi-Fi, Onsen, Free Breakfast, Room Service",Bed & Breakfast,Jain,True,4752,306,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,10:00
JPN0128,Kyoto Serenity,Hiroshima,183,Budget,6000,"Onsen, Business Center, Wi-Fi, Fitness Center",Room Only,,False,2935,717,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN0129,Tokyo Tower Inn,Tokyo,212,Budget,10000,"Free Breakfast, Onsen, Fitness Center, Room Service, Business Center",Bed & Breakfast,Veg,False,3817,900,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,11:00
JPN0130,Nara Zen Lodge,Hiroshima,19,Premium,22000,"Pet-friendly, Parking, Wi-Fi",Half Board,Both,False,1817,857,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN0131,Osaka Bay Resort,Yokohama,261,Budget,7000,"Room Service, Onsen, Wi-Fi, Spa",Full Board,Non veg without Beef,False,3218,259,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN0132,Osaka Bay Resort,Nara,174,Premium,29000,"Business Center, Free Breakfast, Parking, Onsen",All-Inclusive,Veg,True,4683,480,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN0133,Osaka Bay Resort,Hiroshima,39,Standard,16000,"Business Center, Restaurant, Wi-Fi, Onsen, Spa, Pet-friendly",Bed & Breakfast,Non Veg,False,4280,9,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN0134,Tokyo Tower Inn,Fukuoka,11,Luxury,55000,"Spa, Fitness Center, Restaurant, Onsen",Bed & Breakfast,Jain,True,2304,761,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,12:00
JPN0135,Mount Fuji Retreat,Nagoya,192,Premium,24000,"Room Service, Spa, Restaurant, Pet-friendly",All-Inclusive,Both,False,1388,510,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,11:00
JPN0136,Osaka Bay Resort,Kobe,82,Standard,12000,"Bar, Business Center, Restaurant, Room Service, Free Breakfast, Spa",Room Only,,False,1099,567,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN0137,Mount Fuji Retreat,Kobe,77,Standard,16000,"Bar, Pet-friendly, Room Service, Restaurant, Free Breakfast",Full Board,Vegan,False,2984,235,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN0138,Mount Fuji Retreat,Sapporo,27,Standard,18000,"Spa, Room Service, Bar, Restaurant, Free Breakfast",Bed & Breakfast,Both,False,3644,460,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN0139,Hotel Sakura,Tokyo,257,Premium,26000,"Business Center, Onsen, Bar, Spa, Room Service, Wi-Fi",Half Board,Vegan,True,2246,851,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN0140,Hotel Sakura,Yokohama,238,Budget,12000,"Pet-friendly, Onsen, Room Service, Fitness Center, Bar, Business Center",Half Board,Vegan,True,4466,216,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,11:00
JPN0141,Mount Fuji Retreat,Osaka,290,Standard,13000,"Parking, Restaurant, Free Breakfast, Business Center, Spa",Bed & Breakfast,Non Veg,False,2884,823,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN0142,Hotel Sakura,Sapporo,93,Budget,12000,"Wi-Fi, Fitness Center, Room Service, Free Breakfast, Parking, Pet-friendly",All-Inclusive,Both,True,898,789,3,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,11:00
JPN0143,Tokyo Tower Inn,Nagoya,101,Budget,10000,"Fitness Center, Parking, Pet-friendly, Restaurant, Business Center, Wi-Fi",Room Only,,False,3140,843,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,11:00
JPN0144,Nara Zen Lodge,Sapporo,13,Luxury,50000,"Bar, Restaurant, Fitness Center",All-Inclusive,Vegan,False,2774,959,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,10:00
JPN0145,Kyoto Serenity,Tokyo,127,Premium,28000,"Free Breakfast, Fitness Center, Restaurant, Onsen, Spa, Pet-friendly",All-Inclusive,Both,False,4104,978,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,10:00
JPN0146,Osaka Bay Resort,Yokohama,198,Budget,7000,"Bar, Onsen, Fitness Center, Business Center, Parking, Room Service",Room Only,,False,4629,879,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,11:00
JPN0147,Mount Fuji Retreat,Osaka,179,Standard,12000,"Room Service, Parking, Pet-friendly, Bar, Business Center, Free Breakfast",Bed & Breakfast,Veg,True,4053,781,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,10:00
JPN0148,Nara Zen Lodge,Tokyo,189,Standard,19000,"Wi-Fi, Free Breakfast, Onsen, Restaurant",All-Inclusive,Both,True,4103,179,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,11:00
JPN0149,Tokyo Tower Inn,Tokyo,73,Budget,5000,"Parking, Spa, Room Service, Business Center, Fitness Center",Room Only,,True,2944,891,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,12:00
JPN0150,Hotel Sakura,Tokyo,94,Budget,7000,"Spa, Pet-friendly, Bar, Restaurant, Parking",Room Only,,False,1962,742,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN0151,Osaka Bay Resort,Nagoya,144,Luxury,43000,"Pet-friendly, Parking, Spa",Room Only,,False,1453,347,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN0152,Shibuya Plaza,Osaka,165,Standard,16000,"Business Center, Bar, Free Breakfast",All-Inclusive,Non Veg,True,416,4,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN0153,Osaka Bay Resort,Sapporo,74,Budget,5000,"Bar, Spa, Room Service, Pet-friendly, Free Breakfast",Full Board,Both,True,612,996,2,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,12:00
JPN0154,Nara Zen Lodge,Kobe,206,Luxury,48000,"Parking, Fitness Center, Restaurant",All-Inclusive,Both,False,3805,430,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,11:00
JPN0155,Nara Zen Lodge,Hiroshima,90,Budget,8000,"Pet-friendly, Free Breakfast, Fitness Center, Onsen, Bar",Room Only,,True,3293,290,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN0156,Nara Zen Lodge,Kyoto,249,Premium,29000,"Business Center, Fitness Center, Wi-Fi, Restaurant, Onsen, Parking",Room Only,,True,822,456,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN0157,Hotel Sakura,Hiroshima,119,Standard,20000,"Room Service, Onsen, Spa, Pet-friendly, Fitness Center",Full Board,Non Veg,False,2419,932,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN0158,Tokyo Tower Inn,Fukuoka,294,Standard,19000,"Onsen, Spa, Bar, Restaurant",Bed & Breakfast,Vegan,True,4408,62,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN0159,Kyoto Serenity,Nagoya,37,Budget,11000,"Parking, Fitness Center, Wi-Fi, Room Service, Spa",Room Only,,True,2653,118,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,12:00
JPN0160,Mount Fuji Retreat,Nagoya,292,Luxury,59000,"Spa, Parking, Room Service, Wi-Fi, Pet-friendly",All-Inclusive,Jain,True,1544,428,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN0161,Nara Zen Lodge,Fukuoka,93,Budget,12000,"Pet-friendly, Free Breakfast, Onsen, Fitness Center, Wi-Fi, Bar",All-Inclusive,Both,True,482,993,2,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,12:00
JPN0162,Kyoto Serenity,Hiroshima,32,Standard,14000,"Parking, Spa, Bar, Room Service, Wi-Fi, Onsen",Full Board,Non Veg,True,3457,462,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,12:00
JPN0163,Mount Fuji Retreat,Fukuoka,146,Standard,19000,"Parking, Spa, Fitness Center",Full Board,Non Veg,False,3466,40,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,12:00
JPN0164,Mount Fuji Retreat,Hiroshima,39,Budget,5000,"Bar, Fitness Center, Room Service, Onsen",Room Only,,True,3219,63,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,12:00
JPN0165,Mount Fuji Retreat,Nara,134,Budget,8000,"Fitness Center, Bar, Onsen, Room Service",Room Only,,True,1466,381,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN0166,Osaka Bay Resort,Tokyo,116,Premium,22000,"Bar, Room Service, Restaurant, Fitness Center, Pet-friendly",All-Inclusive,Vegan,True,2372,271,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN0167,Shibuya Plaza,Osaka,66,Luxury,37000,"Pet-friendly, Fitness Center, Bar, Wi-Fi, Business Center, Spa",All-Inclusive,Vegan,True,4830,426,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN0168,Shibuya Plaza,Fukuoka,144,Budget,7000,"Restaurant, Free Breakfast, Room Service, Onsen, Spa",Room Only,,False,555,803,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN0169,Tokyo Tower Inn,Nara,246,Standard,15000,"Restaurant, Business Center, Pet-friendly, Room Service",Bed & Breakfast,Vegan,False,3424,466,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN0170,Tokyo Tower Inn,Fukuoka,23,Premium,29000,"Fitness Center, Pet-friendly, Free Breakfast",Bed & Breakfast,Non veg without Beef,False,3130,1,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN0171,Nara Zen Lodge,Hiroshima,242,Budget,9000,"Business Center, Bar, Fitness Center, Wi-Fi",Room Only,,False,2949,866,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN0172,Kyoto Serenity,Kobe,94,Budget,9000,"Onsen, Spa, Pet-friendly, Free Breakfast",Full Board,Jain,True,3378,625,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,11:00
JPN0173,Hotel Sakura,Kyoto,61,Luxury,33000,"Room Service, Business Center, Parking, Wi-Fi, Spa",Half Board,Non veg without Beef,True,3034,933,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN0174,Tokyo Tower Inn,Kyoto,129,Budget,12000,"Fitness Center, Free Breakfast, Wi-Fi, Parking",Half Board,Jain,True,4064,313,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN0175,Osaka Bay Resort,Sapporo,5,Premium,29000,"Restaurant, Room Service, Spa, Parking, Bar, Wi-Fi",Room Only,,False,3297,273,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN0176,Mount Fuji Retreat,Yokohama,160,Standard,18000,"Parking, Room Service, Bar, Pet-friendly, Business Center, Spa",Room Only,,False,1070,923,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,11:00
JPN0177,Tokyo Tower Inn,Kyoto,159,Budget,7000,"Pet-friendly, Parking, Wi-Fi, Spa",Full Board,Non Veg,False,3057,470,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,12:00
JPN0178,Tokyo Tower Inn,Sapporo,194,Luxury,49000,"Room Service, Bar, Parking, Spa",Half Board,Non veg without Beef,True,3737,467,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN0179,Mount Fuji Retreat,Kobe,35,Budget,9000,"Free Breakfast, Bar, Fitness Center, Business Center",Room Only,,False,4090,971,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN0180,Hotel Sakura,Kyoto,298,Premium,29000,"Bar, Fitness Center, Parking, Onsen, Free Breakfast",Bed & Breakfast,Veg,True,2824,155,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN0181,Kyoto Serenity,Nara,44,Premium,20000,"Business Center, Parking, Wi-Fi, Free Breakfast, Room Service, Onsen",Bed & Breakfast,Veg,False,1712,650,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,10:00
JPN0182,Mount Fuji Retreat,Tokyo,177,Budget,9000,"Fitness Center, Wi-Fi, Room Service, Onsen, Free Breakfast, Restaurant",Room Only,,True,561,503,3,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN0183,Mount Fuji Retreat,Nagoya,7,Standard,12000,"Fitness Center, Bar, Business Center, Free Breakfast, Restaurant",Half Board,Non Veg,True,511,255,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN0184,Osaka Bay Resort,Fukuoka,141,Standard,18000,"Business Center, Parking, Restaurant",All-Inclusive,Vegan,False,4797,906,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN0185,Shibuya Plaza,Kobe,203,Budget,5000,"Parking, Business Center, Onsen, Room Service, Fitness Center, Spa",Room Only,,False,2261,541,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN0186,Osaka Bay Resort,Hiroshima,21,Standard,18000,"Room Service, Wi-Fi, Parking, Pet-friendly",Room Only,,True,811,260,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN0187,Mount Fuji Retreat,Tokyo,149,Standard,19000,"Fitness Center, Pet-friendly, Bar, Spa, Wi-Fi, Business Center",Half Board,Non Veg,True,3577,189,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,10:00
JPN0188,Tokyo Tower Inn,Tokyo,25,Budget,8000,"Free Breakfast, Spa, Fitness Center, Restaurant, Pet-friendly",Full Board,Veg,True,4593,105,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,12:00
JPN0189,Mount Fuji Retreat,Fukuoka,204,Standard,14000,"Bar, Room Service, Wi-Fi",Room Only,,False,765,519,3,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,12:00
JPN0190,Shibuya Plaza,Tokyo,208,Premium,27000,"Pet-friendly, Bar, Onsen, Business Center, Restaurant",Bed & Breakfast,Both,True,3985,209,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN0191,Hotel Sakura,Sapporo,250,Premium,27000,"Free Breakfast, Parking, Spa, Wi-Fi",Half Board,Vegan,False,1085,308,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN0192,Mount Fuji Retreat,Yokohama,181,Premium,28000,"Wi-Fi, Parking, Fitness Center, Onsen",Half Board,Vegan,True,2529,9,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN0193,Tokyo Tower Inn,Fukuoka,100,Standard,18000,"Room Service, Free Breakfast, Wi-Fi, Bar",Room Only,,False,1063,811,3,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,10:00
JPN0194,Mount Fuji Retreat,Fukuoka,83,Budget,11000,"Pet-friendly, Business Center, Free Breakfast, Parking",Bed & Breakfast,Jain,False,3640,653,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
